"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2021,202101,15018,2021000845414,3432.0,2021000150181,260001,1,1,3432.0,0,0,1,36,6,1,100,0,0,6,65,1,10,5000,1,11
2021,202101,15018,2021000845414,3432.0,2021000150181,260001,1,2,6552.0,0,0,1,29,6,1,100,0,0,6,65,1,10,22900,1,11
2021,202101,15486,2021000879219,15600.0,2021000154861,190001,1,1,15600.0,0,0,1,22,1,1,100,0,0,7,71,1,10,1100,1,11
2021,202101,15486,2021000879219,15600.0,2021000154861,190001,1,2,13572.0,0,0,2,24,1,1,100,0,0,8,81,1,10,15000,1,11
2021,202101,15798,2021000901521,2496.0,2021000157981,250001,1,1,2652.0,1,0,1,63,1,1,100,0,0,6,63,1,10,35000,1,11
2021,202101,16110,2021000921587,6240.0,2021000161101,250001,1,1,6240.0,0,0,1,57,4,1,100,0,0,6,63,1,10,41000,1,11
2021,202101,16422,2021000944007,11856.0,2021000164221,170001,1,2,18096.0,1,0,2,46,1,1,100,0,0,6,63,1,10,28500,1,11
2021,202101,16422,2021000944007,11856.0,2021000164221,170001,1,3,39000.0,0,0,1,20,6,1,100,0,0,8,81,1,10,2200,1,11
2021,202101,16734,2021000967378,71292.0,2021000167341,130401,1,1,71292.0,3,0,2,30,6,2,200,0,0,8,81,1,10,27800,1,11
2021,202101,17046,2021000989562,16692.0,2021000170461,120001,1,2,22152.0,0,0,1,37,1,1,100,0,0,4,40,1,10,0,1,11
2021,202101,17358,2021001010525,5928.0,2021000173581,40001,1,1,5928.0,2,2,1,33,1,1,100,0,0,6,65,1,10,54000,1,11
2021,202101,17358,2021001010525,5928.0,2021000173581,40001,1,2,4836.0,2,2,2,30,1,1,100,0,0,6,63,1,10,26000,1,11
2021,202101,17514,2021001022510,21684.0,2021000175141,160001,1,1,21684.0,0,0,2,19,6,1,100,0,0,6,63,1,10,6000,1,11
2021,202101,17514,2021001022510,21684.0,2021000175141,160001,1,2,30576.0,0,0,1,22,6,1,100,0,0,5,50,1,10,29900,1,11
2021,202101,17826,2021001041970,39000.0,2021000178261,270201,1,1,39000.0,1,1,2,26,6,2,200,0,0,6,65,1,10,26000,1,11
2021,202101,17982,2021001052096,16692.0,2021000179821,240001,1,1,16848.0,1,0,2,36,6,1,100,0,0,7,71,1,10,41600,1,11
2021,202101,18450,2021001084858,7488.0,2021000184501,250001,1,1,7488.0,1,0,2,28,6,1,100,0,0,7,71,1,10,48000,1,11
2021,202101,18762,2021001105606,7020.0,2021000187621,40001,1,1,7176.0,1,0,2,56,1,1,100,0,0,8,81,1,10,60000,1,11
2021,202101,18762,2021001105606,7020.0,2021000187621,40001,1,2,3900.0,1,0,1,57,1,1,100,0,0,6,63,1,10,50000,1,11
2021,202101,18762,2021001105606,7020.0,2021000187621,40001,1,3,9828.0,0,0,1,32,6,1,100,0,0,10,101,1,10,28000,1,11
2021,202101,18918,2021001115991,2184.0,2021000189181,90001,1,1,2028.0,0,0,2,64,1,1,100,0,0,7,71,1,10,56000,1,11
2021,202101,18918,2021001115991,2184.0,2021000189181,90001,1,2,2652.0,0,0,1,62,1,1,100,0,0,11,114,1,10,73000,1,11
2021,202101,19542,2021001159294,17940.0,2021000195421,130401,1,1,17784.0,2,1,1,35,1,1,100,0,0,6,64,1,10,70000,2,20
2021,202101,20010,2021001190001,2496.0,2021000200101,50001,1,1,2496.0,1,0,2,51,1,2,200,0,0,6,64,1,10,2900,1,11
2021,202101,20166,2021001201841,70824.0,2021000201661,130501,1,1,70824.0,0,0,2,50,4,2,200,0,0,6,65,1,10,16000,1,11
2021,202101,20634,2021001233280,9360.0,2021000206341,200001,1,1,9516.0,2,2,2,23,6,7,700,1,100,6,63,1,10,27700,1,11
2021,202101,21414,2021001287910,1248.0,2021000214141,240001,1,2,1560.0,1,0,1,61,1,1,100,0,0,6,63,1,10,45000,1,11
2021,202101,21414,2021001287910,1248.0,2021000214141,240001,1,3,6240.0,0,0,1,33,6,1,100,0,0,6,63,1,10,25000,1,11
2021,202101,21570,2021001297971,8892.0,2021000215701,260001,1,1,8892.0,0,0,1,46,1,1,100,0,0,11,114,1,10,10000,1,11
2021,202101,21570,2021001297971,8892.0,2021000215701,260001,1,2,7956.0,0,0,2,43,1,1,100,0,0,10,101,1,10,80000,1,11
2021,202101,21726,2021001308394,17940.0,2021000217261,270301,1,1,17940.0,0,0,1,51,1,9,911,2,200,8,81,1,10,50000,1,11
2021,202101,21882,2021001320506,60216.0,2021000218821,110001,1,1,60372.0,1,0,1,43,4,1,100,0,0,10,101,1,10,87000,2,20
2021,202101,22194,2021001344777,13104.0,2021000221941,120001,1,1,13104.0,0,0,1,57,4,1,100,0,0,6,63,1,10,20000,1,11
2021,202101,22350,2021001356374,44304.0,2021000223501,130501,1,1,44460.0,1,0,1,60,1,2,200,0,0,6,63,1,10,31000,1,13
2021,202101,22350,2021001356374,44304.0,2021000223501,130501,1,2,40872.0,1,0,2,53,1,2,200,0,0,7,71,1,10,60000,1,11
2021,202101,22818,2021001387339,1872.0,2021000228181,80001,1,2,1872.0,0,0,1,55,1,1,100,0,0,0,2,1,10,40000,1,11
2021,202101,22974,2021001398747,19656.0,2021000229741,20001,1,1,19812.0,0,0,1,48,4,1,100,0,0,6,63,1,10,50000,1,11
2021,202101,23130,2021001409765,62868.0,2021000231301,50001,1,1,62868.0,3,0,1,37,1,7,700,1,100,1,16,1,10,35000,1,11
2021,202101,23442,2021010072803,2964.0,2021000234421,30002,4,1,2964.0,0,0,1,21,6,1,100,0,0,6,63,1,14,25000,1,12
2021,202101,23598,2021010127071,2340.0,2021000235981,30002,4,1,2340.0,0,0,1,25,6,1,100,0,0,7,71,1,14,35000,1,12
2021,202101,23754,2021000022627,2184.0,2021000237541,40002,1,1,2184.0,3,2,1,32,1,7,700,4,416,7,71,1,14,50000,1,12
2021,202101,24066,2021000211144,14664.0,2021000240661,40002,1,1,14508.0,0,0,1,41,6,6,610,0,0,10,101,1,10,62000,1,11
2021,202101,24534,2021000496766,7488.0,2021000245341,20002,1,1,7332.0,0,0,1,58,1,1,100,0,0,10,101,1,10,387000,1,11
2021,202101,24534,2021000496766,7488.0,2021000245341,20002,1,2,7332.0,0,0,2,56,1,1,100,0,0,11,114,1,10,100000,1,11
2021,202101,24846,2021000695393,9204.0,2021000248461,30002,1,1,9360.0,0,0,2,49,6,1,100,0,0,11,114,1,10,60000,1,11
2021,202101,25002,2021000797417,12480.0,2021000250021,20002,1,2,11544.0,0,0,2,22,3,1,100,0,0,6,65,1,10,13400,1,11
2021,202101,25158,2021000882815,48048.0,2021000251581,20002,1,1,48048.0,2,0,1,45,1,1,100,0,0,6,64,1,10,162000,1,11
2021,202101,25158,2021000882815,48048.0,2021000251581,20002,1,3,24180.0,0,0,2,19,6,1,100,0,0,4,40,1,10,12000,1,11
2021,202101,25314,2021000980776,9828.0,2021000253141,20002,1,1,9828.0,0,0,2,19,1,1,100,0,0,7,71,1,12,12900,1,11
2021,202101,25314,2021000980776,9828.0,2021000253141,20002,1,2,18408.0,0,0,1,20,1,1,100,0,0,6,65,1,12,50000,1,11
2021,202101,25626,2021001185068,8892.0,2021000256261,30002,1,1,9048.0,0,0,2,26,6,6,600,0,0,10,101,1,10,30000,1,11
2021,202101,25782,2021001277061,20124.0,2021000257821,20002,1,1,20124.0,1,0,1,37,1,1,100,0,0,7,71,1,10,15000,1,11
2021,202101,25938,2021001377921,23400.0,2021000259381,10202,1,2,33540.0,2,0,1,37,1,8,842,0,0,10,101,1,10,32000,1,11
2021,202101,29682,2021000004206,7488.0,2021000296821,20404,1,1,7488.0,0,0,2,58,4,8,802,0,0,6,63,1,10,0,1,11
2021,202101,29838,2021000011175,37908.0,2021000298381,10604,1,1,37908.0,2,0,1,42,1,3,315,0,0,7,71,1,10,48000,1,11
2021,202101,29838,2021000011175,37908.0,2021000298381,10604,1,2,22464.0,2,0,2,44,1,3,315,0,0,7,71,1,10,42000,1,11
2021,202101,29994,2021000019188,44148.0,2021000299941,11104,1,1,44148.0,0,0,1,32,1,1,100,1,100,8,81,1,10,0,1,11
2021,202101,29994,2021000019188,44148.0,2021000299941,11104,1,2,52260.0,0,0,2,33,1,1,100,1,100,10,101,1,10,48000,1,11
2021,202101,30150,2021000026042,8580.0,2021000301501,10604,1,1,8580.0,2,2,2,35,1,1,100,0,0,10,101,1,10,7000,1,11
2021,202101,30150,2021000026042,8580.0,2021000301501,10604,1,2,8268.0,2,2,1,36,1,8,826,4,411,11,114,1,10,10000,1,11
2021,202101,30306,2021000033656,12948.0,2021000303061,12604,1,1,12948.0,0,0,1,53,6,1,100,0,0,10,101,1,10,30000,1,11
2021,202101,30462,2021000042135,9360.0,2021000304621,12604,1,2,10452.0,0,0,2,24,1,1,100,0,0,8,81,1,10,9000,1,11
2021,202101,30618,2021000049896,2808.0,2021000306181,40004,1,1,2808.0,0,0,2,24,6,1,100,2,200,11,114,1,10,19000,1,11
2021,202101,31086,2021000074553,65988.0,2021000310861,80504,1,2,52884.0,1,1,1,28,1,1,100,0,0,7,71,1,14,60000,1,12
2021,202101,31710,2021000105135,8424.0,2021000317101,10304,1,2,11700.0,0,0,2,51,1,1,100,0,0,6,65,1,10,32000,1,11
2021,202101,31866,2021000112318,7956.0,2021000318661,12704,1,1,7800.0,0,0,2,46,6,7,700,1,100,6,65,1,10,41000,1,11
2021,202101,31866,2021000112318,7956.0,2021000318661,12704,1,2,8580.0,2,0,2,50,4,7,700,1,100,6,64,1,10,16800,1,11
2021,202101,32178,2021000127720,9048.0,2021000321781,10504,1,1,9048.0,3,2,1,38,1,1,100,0,0,10,101,1,10,72000,1,11
2021,202101,32334,2021000135703,13416.0,2021000323341,80304,1,1,13416.0,1,0,2,59,1,1,100,0,0,10,101,1,10,62000,1,11
2021,202101,32334,2021000135703,13416.0,2021000323341,80304,1,2,16536.0,1,0,1,60,1,1,100,0,0,7,71,1,10,78000,1,11
2021,202101,32334,2021000135703,13416.0,2021000323341,80304,1,3,17940.0,0,0,1,25,6,1,100,0,0,6,65,1,10,40000,1,11
2021,202101,32802,2021000157971,5772.0,2021000328021,60004,1,1,5772.0,0,0,1,50,1,1,100,0,0,7,71,1,10,48400,1,11
2021,202101,32958,2021000165095,19656.0,2021000329581,50004,1,1,19812.0,0,0,2,57,4,1,100,0,0,8,81,1,10,47600,1,11
2021,202101,33582,2021000197339,4056.0,2021000335821,11604,1,1,4212.0,0,0,2,56,1,2,200,0,0,6,64,1,10,24000,1,11
2021,202101,33582,2021000197339,4056.0,2021000335821,11604,1,2,4992.0,0,0,1,59,1,2,200,0,0,7,71,1,10,48000,1,11
2021,202101,33738,2021000204600,9360.0,2021000337381,11004,1,1,9360.0,1,0,1,53,5,1,100,0,0,10,101,1,10,100000,2,20
2021,202101,33738,2021000204600,9360.0,2021000337381,11004,1,2,9204.0,0,0,2,22,6,1,100,0,0,11,114,1,10,2000,1,11
2021,202101,34050,2021000221918,9048.0,2021000340501,12604,1,1,8892.0,3,0,1,52,1,1,100,0,0,7,71,1,10,52000,1,11
2021,202101,34362,2021000237640,51792.0,2021000343621,50004,1,1,51792.0,2,2,1,33,1,8,826,1,100,7,71,1,10,20000,1,11
2021,202101,34830,2021000262600,9672.0,2021000348301,10004,1,1,9672.0,1,0,1,54,1,8,826,1,100,7,71,1,10,43000,1,11
2021,202101,34830,2021000262600,9672.0,2021000348301,10004,1,2,9828.0,1,0,2,53,1,8,826,1,100,8,81,1,10,140000,1,11
2021,202101,35142,2021000278619,4992.0,2021000351421,11604,1,1,4992.0,0,0,2,54,4,9,901,0,0,10,101,1,10,0,1,11
2021,202101,35298,2021000286455,29484.0,2021000352981,60004,1,1,29328.0,3,1,2,37,1,1,100,0,0,10,101,1,10,125000,1,11
2021,202101,35454,2021000293720,24648.0,2021000354541,12004,1,1,24648.0,1,0,2,41,1,1,100,0,0,11,115,1,10,0,1,11
2021,202101,35454,2021000293720,24648.0,2021000354541,12004,1,2,34164.0,1,0,1,45,1,2,200,0,0,11,114,1,10,55000,1,11
2021,202101,35610,2021000300495,27768.0,2021000356101,10804,1,1,27768.0,0,0,2,55,4,1,100,0,0,10,101,1,10,100000,1,11
2021,202101,35922,2021000316518,10140.0,2021000359221,13104,1,1,10296.0,1,0,1,48,1,1,100,1,100,6,65,1,10,45000,1,11
2021,202101,35922,2021000316518,10140.0,2021000359221,13104,1,2,13884.0,1,0,2,43,1,1,100,1,100,7,71,1,10,65000,1,11
2021,202101,36078,2021000324306,10764.0,2021000360781,11304,1,1,10764.0,0,0,2,36,6,1,100,0,0,10,101,1,10,39900,1,11
2021,202101,36234,2021000331244,5304.0,2021000362341,60004,1,1,5304.0,0,0,1,54,1,1,100,0,0,7,71,1,10,150000,1,11
2021,202101,36546,2021000346258,28704.0,2021000365461,20404,1,1,28704.0,0,0,2,50,1,6,671,0,0,7,71,1,10,7800,1,11
2021,202101,36702,2021000353806,12480.0,2021000367021,11704,1,1,12636.0,0,0,1,53,1,1,100,0,0,8,81,1,10,24000,1,11
2021,202101,36702,2021000353806,12480.0,2021000367021,11704,1,2,13104.0,0,0,2,52,1,1,100,0,0,6,63,1,10,85000,1,11
2021,202101,37794,2021000408611,9204.0,2021000377941,12004,1,1,9204.0,0,0,2,19,6,1,100,0,0,6,63,1,10,30700,1,11
2021,202101,37794,2021000408611,9204.0,2021000377941,12004,1,2,11856.0,0,0,2,24,6,1,100,0,0,7,71,1,10,30800,1,11
2021,202101,38106,2021000423489,7956.0,2021000381061,12004,1,1,7956.0,1,0,2,60,5,1,100,0,0,11,114,1,10,42000,1,11
2021,202101,38106,2021000423489,7956.0,2021000381061,12004,1,2,7956.0,0,0,1,23,6,1,100,0,0,6,63,1,10,0,1,11
2021,202101,38730,2021000453074,13884.0,2021000387301,11604,1,1,14040.0,7,0,1,45,1,1,100,0,0,6,63,1,10,90000,1,11
2021,202101,38730,2021000453074,13884.0,2021000387301,11604,1,2,12948.0,7,0,2,47,1,1,100,0,0,10,101,1,10,495000,1,11
2021,202101,38730,2021000453074,13884.0,2021000387301,11604,1,12,11076.0,0,0,2,29,6,3,315,0,0,8,81,1,10,65000,1,11
2021,202101,38886,2021000460410,7800.0,2021000388861,11004,1,1,7800.0,0,0,2,55,4,1,100,0,0,6,63,1,10,75000,1,11
2021,202101,39666,2021000498463,10920.0,2021000396661,10304,1,1,11076.0,1,1,1,26,1,1,100,0,0,6,63,1,10,25000,1,11
2021,202101,39822,2021000507178,22152.0,2021000398221,20204,1,1,22152.0,2,0,2,40,1,1,100,0,0,10,101,1,10,63000,1,11
2021,202101,39822,2021000507178,22152.0,2021000398221,20204,1,2,22776.0,2,0,1,38,1,8,826,1,100,7,71,1,10,0,1,11
2021,202101,40290,2021000529467,13884.0,2021000402901,60004,1,1,13728.0,3,0,1,46,1,1,100,0,0,11,114,1,10,98000,1,11
2021,202101,40290,2021000529467,13884.0,2021000402901,60004,1,2,18096.0,3,0,2,40,1,7,700,1,100,10,101,1,10,45000,1,11
2021,202101,40602,2021000546275,30108.0,2021000406021,40004,1,1,29952.0,0,0,1,23,6,1,100,0,0,10,101,1,10,48000,1,11
2021,202101,40602,2021000546275,30108.0,2021000406021,40004,1,2,33384.0,0,0,1,23,5,1,100,0,0,10,101,1,10,25000,1,11
2021,202101,40758,2021000554071,11076.0,2021000407581,12104,1,1,11076.0,1,0,1,52,4,1,100,0,0,7,71,1,10,110000,1,11
2021,202101,41226,2021000576398,45396.0,2021000412261,11304,1,1,45396.0,2,2,1,35,1,1,100,0,0,6,65,1,10,36000,2,20
2021,202101,42162,2021000623427,22932.0,2021000421621,11104,1,1,22776.0,1,0,2,59,4,1,100,0,0,11,114,1,10,120000,1,11
2021,202101,42162,2021000623427,22932.0,2021000421621,11104,1,2,21528.0,0,0,2,29,2,1,100,0,0,10,101,1,10,70000,1,11
2021,202101,42318,2021000631584,10452.0,2021000423181,20104,1,1,10452.0,2,0,2,35,1,1,100,0,0,7,71,1,10,5200,1,11
2021,202101,42318,2021000631584,10452.0,2021000423181,20104,1,2,9360.0,2,0,1,37,1,1,100,1,100,6,65,1,10,250000,1,11
2021,202101,42318,2021000631584,10452.0,2021000423181,20104,1,5,6708.0,1,0,2,54,2,1,100,0,0,8,81,1,10,50000,1,11
2021,202101,42474,2021000638777,14196.0,2021000424741,60004,1,1,14196.0,0,0,1,62,6,1,100,0,0,10,101,1,10,48000,2,20
2021,202101,42786,2021000656251,24492.0,2021000427861,20204,1,1,24492.0,2,1,2,29,1,7,700,1,100,10,101,1,10,52000,1,11
2021,202101,42786,2021000656251,24492.0,2021000427861,20204,1,2,18876.0,2,1,1,40,1,6,663,0,0,10,101,1,10,115000,1,11
2021,202101,42942,2021000664276,8424.0,2021000429421,12804,1,2,8424.0,4,2,1,34,1,1,100,0,0,10,101,1,10,35000,2,20
2021,202101,43254,2021000681092,34008.0,2021000432541,20404,1,2,42276.0,0,0,2,22,6,8,826,1,100,10,101,1,10,36000,1,11
2021,202101,43410,2021000689882,5304.0,2021000434101,10804,1,1,5148.0,0,0,1,64,1,1,100,0,0,10,101,1,10,160000,1,11
2021,202101,44034,2021000720969,8736.0,2021000440341,10504,1,1,8736.0,0,0,1,32,6,1,100,0,0,8,81,1,10,100000,1,11
2021,202101,44190,2021000727227,27924.0,2021000441901,90004,1,1,27924.0,1,0,2,36,1,8,826,1,100,10,101,1,10,87000,1,11
2021,202101,44346,2021000734604,14196.0,2021000443461,13104,1,1,14040.0,4,1,2,36,1,1,100,0,0,8,81,1,10,0,1,11
2021,202101,44346,2021000734604,14196.0,2021000443461,13104,1,7,15288.0,1,0,1,61,4,1,100,0,0,6,63,1,10,60000,1,11
